name,position,overall_rank,goals_rank,assists_rank,power_play_points_rank,hits_rank,blocked_shots_rank,face_off_wins_rank,shots_rank
Colton Dach,C,190.0,43.0,59.0,38.0,14.0,124.0,201.0,172.0
Oliver Bjorkstrand,RW,190.0,36.0,47.0,26.0,109.0,114.0,218.0,101.0
Connor Murphy,D,191.0,43.0,55.0,40.0,104.0,25.0,225.0,160.0
Ondřej Palát,LW,192.0,43.0,57.0,38.0,64.0,86.0,218.0,147.0
Colin Blackwell,C,192.0,44.0,56.0,40.0,83.0,116.0,145.0,169.0
Vladimir Tarasenko,RW,192.0,25.0,43.0,27.0,134.0,120.0,219.0,85.0
Ryan Pulock,D,193.0,45.0,43.0,39.0,145.0,19.0,225.0,138.0
Josh Anderson,RW,193.0,34.0,58.0,40.0,68.0,110.0,202.0,142.0
Viktor Arvidsson,LW,194.0,23.0,38.0,31.0,170.0,117.0,218.0,59.0
Artem Zub,D,194.0,43.0,42.0,40.0,128.0,39.0,225.0,139.0
Marcus Foligno,LW,195.0,40.0,62.0,38.0,30.0,106.0,216.0,165.0
Bowen Byram,D,196.0,37.0,36.0,33.0,144.0,61.0,225.0,122.0
Tyler Myers,D,197.0,47.0,57.0,40.0,109.0,38.0,225.0,143.0
Mason Marchment,F,198.0,29.0,41.0,33.0,110.0,125.0,210.0,112.0
Zach Hyman,LW,198.0,17.0,46.0,25.0,138.0,135.0,225.0,74.0
Esa Lindell,D,199.0,42.0,41.0,38.0,163.0,5.0,225.0,147.0
Adam Gaudette,C,199.0,31.0,59.0,34.0,141.0,120.0,141.0,135.0
Ian Cole,D,199.0,45.0,47.0,40.0,121.0,15.0,225.0,168.0
Garnet Hathaway,RW,200.0,47.0,65.0,40.0,9.0,95.0,210.0,196.0
Joshua Norris,C,200.0,35.0,46.0,31.0,170.0,126.0,93.0,161.0
Valeri Nichushkin,RW,201.0,31.0,35.0,36.0,139.0,126.0,223.0,73.0
Radek Faksa,C,201.0,46.0,52.0,40.0,116.0,109.0,108.0,192.0
Neal Pionk,D,201.0,45.0,58.0,38.0,84.0,79.0,225.0,134.0
Jonas Siegenthaler,D,202.0,48.0,51.0,40.0,102.0,28.0,225.0,170.0
Fedor Svechkov,C,202.0,44.0,54.0,40.0,134.0,124.0,108.0,160.0
Nathan Walker,C,202.0,44.0,60.0,40.0,31.0,118.0,179.0,192.0
Michael Amadio,C,202.0,33.0,47.0,40.0,89.0,102.0,218.0,135.0
Taylor Hall,LW,202.0,30.0,37.0,33.0,141.0,123.0,205.0,95.0
Brandon Duhaime,RW,203.0,44.0,62.0,40.0,46.0,96.0,211.0,166.0
Patrick Kane,RW,203.0,32.0,26.0,21.0,173.0,129.0,220.0,64.0
Brady Skjei,D,203.0,45.0,44.0,37.0,124.0,70.0,225.0,120.0
William Borgen,D,204.0,43.0,57.0,40.0,84.0,56.0,225.0,161.0
Artyom Levshunov,D,204.0,46.0,45.0,29.0,96.0,79.0,225.0,146.0
Tyson Kozak,C,204.0,46.0,63.0,40.0,76.0,116.0,125.0,200.0
J.J. Moser,D,204.0,41.0,45.0,39.0,133.0,63.0,225.0,120.0
Barclay Goodrow,RW,205.0,43.0,60.0,40.0,58.0,93.0,209.0,164.0
Tony DeAngelo,D,205.0,43.0,37.0,33.0,161.0,83.0,225.0,85.0
Marcus Pettersson,D,206.0,45.0,52.0,40.0,115.0,27.0,225.0,164.0
Gustav Forsling,D,206.0,46.0,41.0,38.0,142.0,57.0,225.0,119.0
Michael Rasmussen,C,206.0,42.0,59.0,40.0,130.0,90.0,142.0,165.0
Connor Clifton,D,207.0,46.0,63.0,40.0,30.0,70.0,225.0,195.0
Dmitri Voronkov,LW,207.0,31.0,52.0,31.0,89.0,126.0,219.0,121.0
Luke Evangelista,RW,207.0,36.0,23.0,23.0,173.0,132.0,225.0,57.0
Kevin Bahl,D,208.0,44.0,53.0,39.0,81.0,56.0,225.0,173.0
Cole Koepke,LW,208.0,40.0,58.0,40.0,29.0,134.0,225.0,145.0
Trevor Moore,LW,208.0,35.0,48.0,39.0,137.0,117.0,221.0,74.0
Alex Turcotte,C,209.0,45.0,56.0,40.0,143.0,120.0,105.0,163.0
Nicholas Robertson,LW,209.0,32.0,51.0,36.0,119.0,117.0,213.0,104.0
Jackson Blake,RW,210.0,26.0,36.0,28.0,181.0,119.0,225.0,59.0
Matthew Robertson,D,210.0,42.0,55.0,40.0,87.0,74.0,225.0,151.0
Will Smith,C,211.0,24.0,32.0,23.0,178.0,141.0,210.0,67.0
Tye Kartye,F,212.0,40.0,53.0,40.0,35.0,112.0,222.0,174.0
William Carrier,LW,212.0,41.0,56.0,40.0,36.0,135.0,218.0,150.0
Artturi Lehkonen,LW,212.0,27.0,40.0,38.0,149.0,120.0,222.0,80.0
Charle-Edouard D'Astous,D,213.0,42.0,44.0,38.0,98.0,80.0,225.0,150.0
Jesper Boqvist,C,214.0,44.0,58.0,39.0,58.0,120.0,193.0,166.0
Dakota Joshua,C,214.0,38.0,59.0,40.0,23.0,121.0,219.0,178.0
Nate Schmidt,D,214.0,43.0,50.0,40.0,116.0,59.0,225.0,145.0
Thomas Chabot,D,215.0,41.0,43.0,33.0,158.0,47.0,225.0,132.0
Samuel Helenius,C,215.0,43.0,63.0,40.0,55.0,136.0,150.0,192.0
Matthew Wood,RW,216.0,31.0,54.0,32.0,141.0,128.0,166.0,128.0
Bobby Brink,RW,216.0,33.0,52.0,33.0,114.0,114.0,207.0,127.0
Cameron York,D,216.0,44.0,45.0,33.0,170.0,21.0,225.0,142.0
Jacob Middleton,D,217.0,46.0,53.0,40.0,107.0,42.0,225.0,168.0
Justin Brazeau,F,217.0,31.0,50.0,35.0,104.0,109.0,225.0,127.0
Matvei Michkov,RW,217.0,28.0,36.0,28.0,161.0,134.0,224.0,70.0
Shayne Gostisbehere,D,218.0,35.0,30.0,22.0,165.0,90.0,225.0,115.0
Jordan Kyrou,C,218.0,30.0,39.0,26.0,180.0,125.0,222.0,60.0
Niko Mikkola,D,219.0,45.0,59.0,40.0,79.0,73.0,225.0,162.0
Linus Karlsson,C,219.0,33.0,47.0,36.0,111.0,131.0,210.0,115.0
Jonathan Marchessault,C,220.0,36.0,48.0,32.0,119.0,144.0,207.0,99.0
Erik Černák,D,220.0,45.0,59.0,40.0,83.0,56.0,225.0,177.0
Elias Pettersson,D,220.0,45.0,60.0,40.0,62.0,69.0,225.0,184.0
Brendan Gallagher,RW,220.0,41.0,51.0,35.0,96.0,133.0,219.0,110.0
Kaedan Korczak,D,220.0,45.0,54.0,40.0,92.0,59.0,225.0,170.0
Owen Power,D,221.0,40.0,46.0,40.0,165.0,59.0,225.0,111.0
Blake Lizotte,C,221.0,41.0,55.0,40.0,145.0,118.0,106.0,181.0
Kevin Fiala,LW,221.0,30.0,45.0,23.0,155.0,129.0,218.0,86.0
Carson Soucy,D,222.0,43.0,60.0,40.0,89.0,63.0,225.0,168.0
Conor Garland,RW,222.0,36.0,46.0,30.0,149.0,121.0,211.0,95.0
Vladislav Namestnikov,C,222.0,40.0,61.0,38.0,118.0,116.0,161.0,154.0
Tim Washe,F,222.0,46.0,64.0,40.0,103.0,128.0,110.0,197.0
Egor Chinakhov,RW,222.0,27.0,46.0,34.0,145.0,122.0,222.0,92.0
Ty Emberson,D,223.0,46.0,57.0,40.0,87.0,50.0,225.0,184.0
Alexey Toropchenko,RW,223.0,44.0,60.0,40.0,65.0,97.0,221.0,162.0
Philip Broberg,D,224.0,42.0,39.0,35.0,159.0,57.0,225.0,133.0
Luke Hughes,D,225.0,42.0,38.0,27.0,175.0,101.0,225.0,83.0
Adam Fox,D,226.0,39.0,23.0,16.0,170.0,80.0,225.0,140.0
Cole Smith,F,226.0,40.0,63.0,40.0,35.0,135.0,219.0,161.0
Cole Perfetti,C,227.0,36.0,47.0,34.0,140.0,120.0,221.0,96.0
Mats Zuccarello,LW,227.0,33.0,28.0,19.0,178.0,127.0,200.0,109.0
Dylan Samberg,D,228.0,47.0,54.0,40.0,141.0,44.0,225.0,144.0
Brad Marchand,LW,228.0,21.0,40.0,20.0,158.0,137.0,224.0,95.0
Arseny Gritsyuk,RW,228.0,35.0,49.0,35.0,136.0,135.0,221.0,84.0
Ivan Demidov,RW,228.0,29.0,24.0,20.0,166.0,127.0,225.0,104.0
Shea Theodore,D,229.0,38.0,38.0,35.0,192.0,67.0,225.0,101.0
Joel Armia,RW,229.0,35.0,55.0,39.0,120.0,113.0,195.0,139.0
Connor Zary,C,230.0,36.0,54.0,33.0,149.0,136.0,168.0,121.0
Olen Zellweger,D,230.0,41.0,52.0,37.0,161.0,69.0,225.0,112.0
Matthew Savoie,C,230.0,30.0,48.0,33.0,180.0,116.0,196.0,94.0
Yegor Sharangovich,C,231.0,33.0,53.0,33.0,173.0,122.0,194.0,90.0
Dante Fabbro,D,232.0,43.0,61.0,40.0,129.0,39.0,225.0,162.0
Jamie Benn,LW,232.0,33.0,46.0,34.0,115.0,130.0,183.0,158.0
Jordan Spence,D,233.0,41.0,43.0,37.0,139.0,94.0,225.0,123.0
Yan Kuznetsov,D,233.0,44.0,59.0,40.0,115.0,53.0,225.0,166.0
Marc Gatcomb,F,233.0,45.0,63.0,40.0,26.0,129.0,224.0,175.0
Alexandre Carrier,D,234.0,41.0,52.0,40.0,159.0,12.0,225.0,174.0
Ben Meyers,F,234.0,41.0,59.0,40.0,128.0,139.0,127.0,169.0
Simon Nemec,D,235.0,37.0,52.0,38.0,171.0,51.0,225.0,130.0
Oskar Sundqvist,C,236.0,43.0,55.0,39.0,125.0,127.0,123.0,193.0
Damon Severson,D,236.0,40.0,43.0,36.0,155.0,68.0,225.0,138.0
JJ Peterka,RW,237.0,23.0,45.0,35.0,178.0,134.0,217.0,74.0
Drew Doughty,D,237.0,43.0,49.0,39.0,142.0,78.0,225.0,130.0
Jamie Drysdale,D,238.0,40.0,43.0,31.0,178.0,60.0,225.0,130.0
Pavel Mintyukov,D,239.0,40.0,53.0,38.0,155.0,46.0,225.0,151.0
Troy Terry,C,239.0,29.0,29.0,28.0,192.0,137.0,221.0,72.0
Arber Xhekaj,D,239.0,47.0,64.0,40.0,32.0,110.0,225.0,190.0
Michael Bunting,LW,240.0,34.0,48.0,30.0,149.0,128.0,215.0,105.0
Alex Vlasic,D,240.0,46.0,48.0,40.0,165.0,40.0,225.0,145.0
Jeff Malott,F,240.0,45.0,61.0,40.0,40.0,126.0,221.0,176.0
Curtis Lazar,C,241.0,44.0,65.0,40.0,99.0,133.0,129.0,200.0
Devon Toews,D,241.0,45.0,46.0,39.0,168.0,71.0,225.0,116.0
Jared McCann,C,241.0,28.0,47.0,27.0,154.0,128.0,212.0,114.0
Calum Ritchie,C,242.0,35.0,50.0,29.0,177.0,119.0,150.0,151.0
Teuvo Teräväinen,F,242.0,34.0,46.0,21.0,173.0,110.0,185.0,142.0
Jansen Harkins,C,242.0,45.0,62.0,40.0,82.0,129.0,160.0,193.0
Tyson Jost,C,242.0,40.0,59.0,40.0,127.0,122.0,187.0,136.0
Teddy Blueger,C,243.0,39.0,59.0,39.0,139.0,137.0,121.0,179.0
Logan Mailloux,D,243.0,43.0,59.0,38.0,101.0,97.0,225.0,150.0
David Perron,LW,243.0,35.0,52.0,32.0,104.0,130.0,222.0,138.0
Seth Jones,D,244.0,41.0,42.0,24.0,147.0,92.0,225.0,143.0
David Kämpf,C,244.0,46.0,63.0,40.0,149.0,127.0,95.0,194.0
Alex Steeves,F,245.0,39.0,60.0,37.0,55.0,127.0,222.0,175.0
Sean Durzi,D,245.0,43.0,45.0,36.0,154.0,66.0,225.0,146.0
Scott Mayfield,D,245.0,46.0,54.0,40.0,119.0,72.0,225.0,159.0
Hampus Lindholm,D,245.0,43.0,46.0,36.0,182.0,52.0,225.0,131.0
Luke Schenn,D,246.0,47.0,61.0,40.0,52.0,96.0,225.0,195.0
Jonathan Drouin,LW,247.0,44.0,47.0,34.0,176.0,121.0,150.0,145.0
Marat Khusnutdinov,C,248.0,33.0,49.0,39.0,152.0,114.0,179.0,152.0
Denton Mateychuk,D,249.0,35.0,49.0,37.0,168.0,62.0,225.0,143.0
Connor Brown,RW,250.0,30.0,42.0,32.0,169.0,116.0,217.0,115.0
Ross Johnston,LW,250.0,45.0,56.0,40.0,26.0,137.0,220.0,197.0
Tyler Tucker,D,250.0,45.0,53.0,40.0,94.0,102.0,225.0,162.0
Alex Newhook,C,251.0,35.0,55.0,37.0,146.0,136.0,144.0,169.0
Ryan Shea,D,251.0,42.0,38.0,40.0,156.0,63.0,225.0,158.0
Casey Mittelstadt,C,251.0,33.0,40.0,33.0,171.0,132.0,162.0,151.0
Brandon Carlo,D,252.0,48.0,60.0,40.0,129.0,57.0,225.0,164.0
Gage Goncalves,C,253.0,37.0,45.0,38.0,109.0,124.0,218.0,153.0
Carl Grundström,RW,253.0,39.0,63.0,40.0,60.0,130.0,218.0,174.0
Kyle MacLean,F,253.0,46.0,62.0,40.0,75.0,130.0,184.0,187.0
Easton Cowan,RW,254.0,37.0,49.0,34.0,122.0,121.0,223.0,139.0
Alexander Petrovic,D,255.0,46.0,59.0,40.0,106.0,77.0,225.0,173.0
Zach Benson,LW,255.0,35.0,37.0,35.0,154.0,131.0,218.0,116.0
Nico Sturm,C,255.0,43.0,61.0,40.0,139.0,134.0,117.0,192.0
Sam Dickinson,D,256.0,47.0,54.0,40.0,120.0,83.0,225.0,158.0
Brandon Tanev,LW,257.0,48.0,64.0,40.0,47.0,119.0,222.0,188.0
Warren Foegele,LW,257.0,35.0,63.0,39.0,120.0,134.0,211.0,126.0
Brett Kulak,D,257.0,47.0,56.0,40.0,175.0,49.0,225.0,136.0
Jonathan Aspirot,D,257.0,45.0,57.0,39.0,108.0,71.0,225.0,183.0
Dominic James,C,258.0,41.0,59.0,40.0,136.0,140.0,139.0,174.0
Pontus Holmberg,RW,259.0,37.0,56.0,40.0,128.0,122.0,206.0,141.0
Max Sasson,F,259.0,35.0,61.0,39.0,164.0,117.0,146.0,168.0
Vincent Desharnais,D,260.0,47.0,61.0,40.0,91.0,71.0,225.0,196.0
Mason Lohrei,D,261.0,41.0,48.0,35.0,164.0,62.0,225.0,157.0
Jonas Brodin,D,262.0,44.0,53.0,39.0,184.0,35.0,225.0,154.0
Victor Olofsson,RW,262.0,35.0,49.0,33.0,176.0,133.0,222.0,86.0
Liam Ohgren,LW,262.0,40.0,57.0,40.0,125.0,112.0,216.0,144.0
John Klingberg,D,262.0,38.0,50.0,31.0,148.0,91.0,225.0,151.0
Marcus Johansson,C,262.0,33.0,33.0,31.0,160.0,133.0,219.0,125.0
Jake Walman,D,263.0,40.0,55.0,38.0,179.0,64.0,225.0,135.0
Jack Finley,C,263.0,46.0,64.0,40.0,119.0,144.0,119.0,204.0
Albert Johansson,D,264.0,45.0,59.0,40.0,138.0,61.0,225.0,169.0
Isac Lundeström,C,264.0,44.0,59.0,40.0,159.0,118.0,140.0,177.0
Corey Perry,RW,265.0,31.0,47.0,27.0,164.0,133.0,218.0,118.0
Jacob Melanson,RW,265.0,46.0,64.0,40.0,27.0,140.0,224.0,197.0
Nicklaus Perbix,D,266.0,45.0,57.0,40.0,163.0,59.0,225.0,150.0
Nick Blankenburg,D,267.0,40.0,51.0,33.0,139.0,94.0,225.0,158.0
Hendrix Lapierre,C,267.0,44.0,55.0,40.0,145.0,131.0,148.0,177.0
Ethen Frank,F,267.0,36.0,55.0,36.0,141.0,108.0,224.0,140.0
Ryan Lindgren,D,268.0,46.0,60.0,40.0,147.0,41.0,225.0,182.0
Ryan Strome,C,268.0,40.0,54.0,38.0,172.0,138.0,126.0,173.0
Rodrigo Abols,C,268.0,45.0,60.0,40.0,145.0,129.0,135.0,187.0
Jesperi Kotkaniemi,C,269.0,46.0,60.0,40.0,131.0,135.0,142.0,188.0
Jalen Chatfield,D,269.0,46.0,52.0,40.0,158.0,90.0,225.0,131.0
Jaden Schwartz,C,270.0,37.0,52.0,37.0,162.0,111.0,196.0,148.0
Ilya Mikheyev,F,270.0,30.0,49.0,40.0,163.0,130.0,223.0,108.0
Cody Ceci,D,271.0,47.0,59.0,40.0,157.0,45.0,225.0,171.0
Jeffrey Viel,F,271.0,45.0,60.0,40.0,75.0,132.0,224.0,168.0
Cole Reinhardt,LW,271.0,39.0,61.0,40.0,68.0,137.0,218.0,181.0
Michael Misa,F,272.0,39.0,55.0,36.0,180.0,130.0,134.0,172.0
Lian Bichsel,D,272.0,44.0,63.0,40.0,60.0,111.0,225.0,203.0
Ryan Winterton,C,272.0,44.0,53.0,40.0,120.0,120.0,225.0,144.0
Ryan Lomberg,LW,273.0,44.0,62.0,40.0,68.0,136.0,220.0,177.0
Sam Rinzel,D,273.0,44.0,57.0,39.0,145.0,90.0,225.0,147.0
Cam Fowler,D,273.0,44.0,41.0,31.0,185.0,81.0,225.0,140.0
Adam Erne,LW,274.0,42.0,65.0,40.0,58.0,133.0,223.0,187.0
Simon Holmström,RW,274.0,29.0,45.0,36.0,178.0,108.0,221.0,131.0
Michael Eyssimont,C,275.0,40.0,57.0,36.0,140.0,132.0,222.0,122.0
Frank Vatrano,LW,276.0,43.0,63.0,39.0,110.0,125.0,219.0,151.0
Wyatt Kaiser,D,277.0,42.0,56.0,40.0,149.0,84.0,225.0,155.0
Eric Robinson,LW,277.0,36.0,61.0,40.0,104.0,140.0,224.0,146.0
Brian Dumoulin,D,278.0,46.0,52.0,40.0,158.0,65.0,225.0,169.0
Elmer Söderblom,RW,278.0,41.0,61.0,40.0,95.0,135.0,222.0,161.0
Mason Appleton,C,279.0,42.0,59.0,40.0,105.0,124.0,219.0,167.0
Nino Niederreiter,RW,279.0,40.0,56.0,35.0,124.0,133.0,222.0,146.0
Nicolas Hague,D,279.0,45.0,55.0,40.0,118.0,99.0,225.0,174.0
Mathieu Joseph,RW,280.0,46.0,58.0,40.0,80.0,119.0,220.0,194.0
Pierre-Luc Dubois,C,280.0,43.0,53.0,34.0,171.0,140.0,128.0,188.0
Uvis Balinskis,D,280.0,43.0,57.0,34.0,123.0,111.0,225.0,164.0
Ian Moore,D,281.0,44.0,59.0,40.0,152.0,74.0,225.0,164.0
Kaiden Guhle,D,281.0,46.0,58.0,40.0,108.0,90.0,225.0,191.0
Ilya Lyubushkin,D,281.0,47.0,59.0,40.0,126.0,64.0,225.0,197.0
Jacob Bernard-Docker,D,282.0,47.0,63.0,40.0,128.0,67.0,225.0,189.0
Jeff Petry,D,283.0,48.0,58.0,38.0,128.0,88.0,225.0,176.0
Emil Martinsen Lilleberg,D,283.0,44.0,59.0,40.0,98.0,108.0,225.0,187.0
Zeev Buium,D,284.0,42.0,47.0,27.0,166.0,98.0,225.0,157.0
Drew Helleson,D,284.0,46.0,54.0,40.0,131.0,75.0,225.0,191.0
Tom Willander,D,284.0,43.0,51.0,37.0,159.0,76.0,225.0,171.0
Ryan Reaves,RW,285.0,45.0,67.0,40.0,45.0,138.0,225.0,205.0
Berkly Catton,F,286.0,41.0,57.0,38.0,186.0,123.0,170.0,152.0
Kent Johnson,C,286.0,41.0,52.0,38.0,179.0,115.0,225.0,117.0
Noah Ostlund,C,287.0,37.0,51.0,34.0,189.0,123.0,164.0,170.0
James van Riemsdyk,LW,287.0,33.0,51.0,29.0,179.0,125.0,219.0,132.0
Kirby Dach,C,288.0,40.0,60.0,38.0,141.0,123.0,184.0,183.0
John Marino,D,289.0,44.0,35.0,40.0,166.0,85.0,225.0,175.0
Reid Schaefer,LW,290.0,42.0,65.0,40.0,86.0,123.0,224.0,191.0
Oliver Moore,C,290.0,43.0,53.0,35.0,169.0,140.0,158.0,173.0
Troy Stecher,D,290.0,45.0,56.0,40.0,164.0,75.0,225.0,166.0
Ryker Evans,D,290.0,40.0,58.0,39.0,146.0,79.0,225.0,184.0
Kaapo Kakko,RW,291.0,35.0,40.0,32.0,164.0,141.0,208.0,152.0
Noah Juulsen,D,291.0,47.0,58.0,40.0,90.0,108.0,225.0,204.0
André Burakovsky,LW,291.0,37.0,45.0,30.0,176.0,118.0,221.0,145.0
Jonny Brodzinski,C,292.0,42.0,57.0,38.0,147.0,134.0,188.0,167.0
Jayden Struble,D,292.0,46.0,57.0,40.0,80.0,121.0,225.0,204.0
Rasmus Ristolainen,D,292.0,47.0,54.0,39.0,146.0,90.0,225.0,172.0
Jonathan Huberdeau,LW,293.0,38.0,52.0,33.0,164.0,123.0,217.0,147.0
Joel Hanley,D,294.0,48.0,60.0,40.0,152.0,64.0,225.0,187.0
Matias Maccelli,LW,295.0,34.0,42.0,32.0,170.0,136.0,222.0,141.0
Timothy Liljegren,D,296.0,47.0,57.0,38.0,156.0,64.0,225.0,191.0
Alexandre Texier,C,296.0,40.0,54.0,39.0,129.0,138.0,222.0,156.0
Emil Andrae,D,297.0,46.0,56.0,39.0,126.0,95.0,223.0,194.0
Reilly Smith,RW,298.0,32.0,57.0,39.0,169.0,140.0,208.0,136.0
Conor Sheary,LW,299.0,41.0,56.0,38.0,172.0,117.0,209.0,149.0
Vinnie Hinostroza,C,299.0,42.0,55.0,38.0,153.0,126.0,203.0,165.0
Kasperi Kapanen,RW,299.0,40.0,58.0,40.0,119.0,135.0,225.0,165.0
Alexander Kerfoot,C,300.0,41.0,61.0,40.0,164.0,126.0,149.0,202.0
Matthew Tkachuk,LW,300.0,35.0,46.0,27.0,165.0,146.0,221.0,143.0
Liam O'Brien,C,301.0,45.0,66.0,40.0,80.0,139.0,219.0,195.0
Zakhar Bardakov,C,301.0,47.0,58.0,40.0,144.0,131.0,169.0,195.0
Tanner Pearson,LW,302.0,41.0,59.0,40.0,120.0,126.0,221.0,178.0
Kailer Yamamoto,RW,302.0,35.0,57.0,40.0,147.0,133.0,204.0,169.0
Miles Wood,LW,303.0,40.0,61.0,40.0,131.0,134.0,221.0,159.0
Andrew Mangiapane,LW,304.0,40.0,59.0,40.0,129.0,125.0,222.0,172.0
Brendan Gaunce,C,304.0,46.0,63.0,40.0,150.0,132.0,155.0,201.0
Ben Hutton,D,305.0,42.0,58.0,40.0,166.0,98.0,225.0,159.0
Philipp Kurashev,C,306.0,41.0,54.0,38.0,154.0,139.0,195.0,168.0
Axel Sandin Pellikka,D,307.0,41.0,53.0,33.0,177.0,99.0,225.0,162.0
Trevor van Riemsdyk,D,308.0,45.0,56.0,40.0,182.0,58.0,225.0,186.0
Taylor Raddysh,RW,308.0,39.0,57.0,39.0,145.0,113.0,222.0,177.0
Matt Grzelcyk,D,308.0,48.0,55.0,37.0,166.0,99.0,225.0,162.0
Brayden Pachal,D,309.0,47.0,61.0,40.0,105.0,113.0,225.0,202.0
Anthony Duclair,LW,310.0,36.0,52.0,34.0,185.0,111.0,221.0,156.0
Conor Timmins,D,311.0,48.0,59.0,40.0,165.0,73.0,225.0,186.0
Shakir Mukhamadullin,D,312.0,43.0,60.0,40.0,159.0,90.0,225.0,181.0
Landon Slaggert,LW,313.0,45.0,63.0,40.0,115.0,129.0,224.0,183.0
Gabriel Perreault,RW,313.0,36.0,52.0,34.0,169.0,131.0,220.0,157.0
John Beecher,C,313.0,45.0,63.0,40.0,171.0,122.0,165.0,193.0
Tyler Seguin,C,314.0,41.0,57.0,36.0,176.0,147.0,144.0,199.0
Nick Jensen,D,314.0,44.0,54.0,40.0,156.0,87.0,225.0,194.0
Ben Jones,F,315.0,47.0,65.0,40.0,136.0,142.0,169.0,204.0
Ryan McDonagh,D,315.0,42.0,52.0,40.0,175.0,78.0,225.0,191.0
Nikita Grebenkin,RW,316.0,44.0,57.0,40.0,108.0,136.0,221.0,198.0
Braeden Bowman,F,317.0,40.0,49.0,36.0,175.0,129.0,222.0,155.0
Donovan Sebrango,D,318.0,48.0,59.0,40.0,117.0,121.0,225.0,197.0
Philippe Myers,D,318.0,48.0,65.0,40.0,139.0,102.0,225.0,188.0
Adam Wilsby,D,318.0,47.0,52.0,40.0,166.0,106.0,225.0,171.0
Ozzy Wiesblatt,RW,318.0,47.0,63.0,40.0,94.0,135.0,223.0,205.0
Nicolas Deslauriers,LW,319.0,48.0,65.0,40.0,75.0,145.0,224.0,212.0
Oskar Back,C,320.0,43.0,60.0,40.0,165.0,116.0,198.0,188.0
Nikolas Matinpalo,D,321.0,48.0,62.0,40.0,145.0,98.0,225.0,193.0
Maxim Tsyplakov,F,321.0,46.0,65.0,40.0,111.0,145.0,216.0,188.0
Erik Gudbranson,D,321.0,47.0,65.0,40.0,149.0,89.0,225.0,196.0
Tomáš Nosek,C,321.0,46.0,65.0,40.0,143.0,141.0,154.0,222.0
Nick Lardis,LW,322.0,38.0,62.0,37.0,137.0,141.0,224.0,173.0
Cole Schwindt,RW,322.0,43.0,65.0,40.0,155.0,142.0,162.0,205.0
Arttu Hyry,F,322.0,45.0,65.0,40.0,162.0,147.0,147.0,206.0
Danton Heinen,C,323.0,42.0,61.0,40.0,140.0,129.0,216.0,186.0
Spencer Stastney,D,324.0,46.0,59.0,40.0,181.0,90.0,225.0,174.0
Brett Pesce,D,324.0,47.0,61.0,40.0,183.0,74.0,225.0,185.0
Joshua Dunne,C,325.0,47.0,64.0,40.0,154.0,137.0,173.0,201.0
Joel Kiviranta,F,325.0,45.0,61.0,40.0,131.0,138.0,221.0,180.0
Kevin Hayes,RW,325.0,44.0,63.0,40.0,162.0,143.0,179.0,185.0
Jonatan Berggren,RW,325.0,40.0,53.0,37.0,153.0,139.0,222.0,172.0
Gavin Brindley,C,326.0,42.0,60.0,40.0,157.0,138.0,212.0,168.0
Haydn Fleury,D,326.0,46.0,65.0,40.0,140.0,97.0,225.0,204.0
Matvei Gridin,F,327.0,42.0,53.0,33.0,183.0,125.0,222.0,160.0
Samuel Girard,D,327.0,45.0,51.0,40.0,173.0,95.0,225.0,189.0
Andrei Kuzmenko,F,327.0,35.0,55.0,27.0,176.0,139.0,225.0,161.0
Justin Barron,D,328.0,48.0,58.0,40.0,157.0,93.0,225.0,199.0
Victor Hedman,D,329.0,47.0,51.0,34.0,175.0,109.0,225.0,180.0
Tyson Foerster,RW,330.0,35.0,63.0,36.0,167.0,128.0,224.0,169.0
Gustav Nyquist,RW,331.0,47.0,56.0,35.0,166.0,134.0,217.0,168.0
Johnathan Kovacevic,D,331.0,48.0,59.0,40.0,137.0,114.0,225.0,200.0
Denver Barkey,C,332.0,43.0,55.0,36.0,151.0,134.0,218.0,187.0
Pavol Regenda,F,333.0,39.0,66.0,36.0,135.0,147.0,214.0,188.0
Jaccob Slavin,D,334.0,47.0,60.0,40.0,188.0,99.0,225.0,167.0
Nils Lundkvist,D,334.0,45.0,59.0,40.0,168.0,105.0,225.0,184.0
Adam Edstrom,C,335.0,45.0,65.0,40.0,129.0,131.0,218.0,199.0
Jacob Quillan,F,336.0,47.0,65.0,40.0,148.0,140.0,172.0,216.0
Martin Pospisil,C,337.0,47.0,65.0,40.0,110.0,147.0,209.0,211.0
Mike Reilly,D,338.0,47.0,59.0,40.0,176.0,116.0,225.0,167.0
Maxwell Crozier,D,339.0,47.0,58.0,40.0,155.0,122.0,225.0,184.0
Stefan Noesen,RW,339.0,45.0,63.0,37.0,161.0,138.0,209.0,178.0
Jordan Greenway,LW,340.0,47.0,62.0,40.0,137.0,131.0,217.0,198.0
Brandon Saad,LW,340.0,45.0,61.0,40.0,183.0,135.0,216.0,152.0
Tyler Pitlick,C,340.0,46.0,67.0,40.0,116.0,134.0,225.0,204.0
Declan Carlile,D,340.0,47.0,65.0,40.0,143.0,115.0,225.0,197.0
Kyle Palmieri,RW,341.0,42.0,55.0,35.0,175.0,144.0,223.0,159.0
Zach Aston-Reese,C,341.0,47.0,63.0,40.0,116.0,136.0,218.0,213.0
Nathan Bastian,RW,341.0,42.0,66.0,40.0,109.0,146.0,225.0,205.0
Calle Järnkrok,C,342.0,42.0,65.0,40.0,161.0,142.0,199.0,185.0
