name,position,team,rank,total,games_played,goals,assists,power_play_points,shots,face_off_wins,hits,blocked_shots,goals_score,assists_score,power_play_points_score,shots_score,face_off_wins_score,hits_score,blocked_shots_score
Erik Karlsson,D,PIT,139.0,459.45761915952426,75,15,51,26,176,0,20,64,68.47468880863289,97.54455255533324,96.8067207004496,88.64326499134569,24.041903142373393,14.715606606188167,69.2308823552013
Roope Hintz,LW,DAL,140.0,459.44711581119316,53,15,29,19,126,430,59,18,68.47468880863289,77.329579146598,89.76709465672411,67.74259524643587,93.2381153267689,46.284344062044255,16.6106985639891
Justin Faulk,D,2TM,141.0,459.07192743068293,78,16,24,9,148,0,70,132,71.39909207109352,67.28723918606975,67.46475727730535,78.22654071121839,24.041903142373393,54.030727301129744,96.62166774149286
Noah Dobson,D,MTL,142.0,459.04201038811607,80,12,35,7,158,0,62,188,57.777336955565886,86.59279528919484,60.65811268635163,82.08345417118095,24.041903142373393,48.025833114960946,99.86257502848844
Brock Boeser,RW,VAN,143.0,458.05653871972703,75,22,26,19,166,57,54,26,85.65331399337745,71.77080075114107,89.76709465672411,85.2592688733614,56.1752183668593,42.65553766889674,26.77530440936694
Miro Heiskanen,D,DAL,144.0,457.8467330381018,77,9,54,28,148,0,21,132,47.63548442481157,98.1891921522674,97.73088163863125,78.22654071121839,24.041903142373393,15.401063227306935,96.62166774149286
Vasily Podkolzin,RW,EDM,145.0,457.1888446107511,82,19,18,3,139,21,242,52,79.2016770962513,52.83145203178897,44.738339137400445,74.12220411818102,48.402202013605226,99.16327432918773,58.72969588433643
John Carlson,D,2TM,146.0,457.08832871479217,71,14,46,14,153,0,26,106,65.30580118060058,95.74266794714532,80.9411014556513,80.26459658496074,24.041903142373393,19.269985428100572,91.52227297596022
Kyle Connor,LW,WPG,147.0,456.0980543240116,82,39,53,19,274,0,36,19,98.77417513727977,97.96599726405985,89.76709465672411,99.46887568352929,24.041903142373393,28.192401601840075,17.887606838205176
Bobby McMann,F,2TM,148.0,455.8252140193349,78,29,17,6,183,7,165,27,94.73486390810493,50.21797378618634,56.69451573922796,90.43338612747468,41.78868154836109,93.69976018573585,28.25603272424404
Logan Stankoven,C,CAR,149.0,454.87595149646734,81,21,23,9,166,409,50,22,83.74955170710811,65.0844245102973,67.46475727730535,85.2592688733614,92.53117086350393,39.33319563562438,21.45358262926686
William Nylander,RW,TOR,150.0,454.61571515094823,65,30,49,22,156,31,13,26,95.56666053697583,96.69975757348448,93.56406329805543,81.34456421973817,50.6054808301639,10.059884283163443,26.77530440936694
Jimmy Snuggerud,RW,STL,151.0,454.0341382450084,70,21,30,9,169,4,71,39,83.74955170710811,79.14376649880474,67.46475727730535,86.38818627179617,38.53702435927084,54.665841282872506,44.08501084785061
Jacob Trouba,D,ANA,152.0,452.6987589344985,81,10,25,1,166,0,143,149,50.848509202140406,69.56431731570507,35.157280873368165,85.2592688733614,24.041903142373393,89.30597657000479,98.52150295754528
Emil Heineman,LW,NYI,153.0,451.5926099423302,82,22,9,4,174,7,247,54,85.65331399337745,27.47168301420899,48.79596349852645,87.94967142029506,41.78868154836109,99.2332043991178,60.70009206844338
Anže Kopitar,C,LAK,154.0,451.27605452490934,67,12,26,12,101,744,33,61,57.777336955565886,71.77080075114107,75.75959066531678,54.33380598876438,99.44299460890801,25.6323423331472,66.55918322206597
Alexander Nikishin,D,CAR,155.0,449.8029413293605,81,11,22,10,122,0,132,94,53.97917222336477,62.78645510376255,70.39579956506165,66.04240300047887,24.041903142373393,85.86728264291425,86.68992565140508
MacKenzie Weegar,D,2TM,156.0,449.37901524537943,79,4,24,6,154,0,167,175,26.847447765992854,67.28723918606975,56.69451573922796,80.73267682504613,24.041903142373393,94.26230790783127,99.51292467883808
Ridly Greig,C,OTT,157.0,448.7848456480757,77,13,22,3,128,262,96,52,61.83892749130281,62.78645510376255,44.738339137400445,68.68549937448589,82.21472166633012,69.79120699045745,58.72969588433643
Benjamin Kindel,C,PIT,158.0,448.2690970100495,77,17,18,10,151,283,30,58,74.06453495037249,52.83145203178897,70.39579956506165,79.45878047842623,84.21136930740278,23.068716126048784,64.23844455094856
Pavel Buchnevich,LW,STL,159.0,446.55651186783183,81,20,28,15,142,98,30,40,81.62171828826857,75.60472423502827,83.05603214267057,75.64482780704067,62.057897828436865,23.068716126048784,45.5025954403381
Vince Dunn,D,SEA,160.0,446.4959968997365,81,11,33,21,179,0,27,86,53.97917222336477,84.01841374023245,92.45660918818623,89.43340452685212,24.041903142373393,19.978125872657976,82.58836820606959
Connor McMichael,C,WSH,161.0,445.12102773091465,78,14,32,5,142,265,45,45,65.30580118060058,82.47210995878356,52.70822592492259,75.64482780704067,82.50410840355241,34.788098392868264,51.69785606314653
Mikael Granlund,C,ANA,162.0,444.1438698123098,58,19,22,12,117,381,32,41,79.2016770962513,62.78645510376255,75.75959066531678,63.4755002344441,91.19902021644236,24.79756372337017,46.924062772722536
Quinn Hughes,D,2TM,163.0,443.97562451007883,74,7,69,34,187,0,7,87,39.672344276777984,99.44299460890801,99.40802957394297,91.4220757009665,24.041903142373393,6.817869500438281,83.17040770667172
Sean Walker,D,CAR,164.0,443.44631231971334,81,9,22,1,179,0,141,125,47.63548442481157,62.78645510376255,35.157280873368165,89.43340452685212,24.041903142373393,88.73020046171061,95.66158378683494
Sean Couturier,C,PHI,165.0,443.03470418938787,78,12,24,1,119,632,100,42,57.777336955565886,67.28723918606975,35.157280873368165,64.55597685740194,98.34304391676662,71.8095058423678,48.104320557847686
Pavel Dorofeyev,LW,VEG,166.0,442.5688919509289,82,37,27,30,230,0,27,28,98.41501799461798,73.86719348802004,98.72917374527862,97.82834760484,24.041903142373393,19.978125872657976,29.70913010314085
Artemi Panarin,LW,2TM,167.0,441.3665927886567,78,28,56,23,224,1,11,16,93.86545683796453,98.56452157457781,94.54090702760493,97.00579379375615,34.06389429134738,8.96401566057814,14.362003602827762
Chris Kreider,LW,ANA,168.0,441.11044887040714,75,22,28,17,139,15,69,20,85.65331399337745,75.60472423502827,86.87492842532278,74.12220411818102,46.28647297757181,53.43087513361835,19.137929987307494
Evgeni Malkin,C,PIT,169.0,440.89956434082455,56,19,42,22,147,109,24,17,79.2016770962513,93.47205804640308,93.56406329805543,77.59981973482266,63.71492536593291,17.794991634782434,15.552029164576735
Blake Coleman,C,CGY,170.0,440.6625756230622,69,20,15,1,176,13,152,48,81.62171828826857,44.1228137736513,35.157280873368165,88.64326499134569,45.2217703719928,91.31945259913584,54.57627472529981
Tyler Toffoli,C,SJS,171.0,440.3009070144046,79,19,30,15,172,6,48,31,79.2016770962513,79.14376649880474,83.05603214267057,87.20866348383171,40.50640791579477,37.353645859783654,33.8307140172678
Sean Monahan,C,CBJ,172.0,439.9207983224029,78,13,23,10,131,638,46,34,61.83892749130281,65.0844245102973,70.39579956506165,70.25811864374344,98.49419179276086,35.73385787502957,38.115478444207255
Jean-Gabriel Pageau,C,NYI,173.0,439.344010498242,74,17,18,1,81,653,115,51,74.06453495037249,52.83145203178897,35.157280873368165,41.82326230990967,98.65813218612743,79.24059630487042,57.56875184180492
Peyton Krebs,C,BUF,174.0,438.06244197619867,82,12,27,1,93,210,201,41,57.777336955565886,73.86719348802004,35.157280873368165,49.350082478335565,77.0072104388564,97.97927496933005,46.924062772722536
Vladimir Tarasenko,RW,MIN,175.0,435.5329979846464,75,23,24,13,148,6,60,33,87.4734690714837,67.28723918606975,78.43642772892261,78.22654071121839,40.50640791579477,46.94506866216675,36.65784470899037
Brandt Clarke,D,LAK,176.0,434.18160041974517,82,8,32,13,159,0,30,185,43.76439900542125,82.47210995878356,78.43642772892261,82.60539949963726,24.041903142373393,23.068716126048784,99.79264495855836
Mark Kastelic,C,BOS,177.0,433.99195296512926,82,12,10,1,100,343,215,64,57.777336955565886,30.295177330194544,35.157280873368165,53.69266907530861,89.13093531816693,98.70767105732389,69.2308823552013
Mackie Samoskevich,RW,FLA,178.0,432.51709972204304,77,12,20,10,161,5,136,33,57.777336955565886,57.4737689817521,70.39579956506165,83.49972001212328,39.64396675646826,87.06866274208144,36.65784470899037
Justin Sourdif,RW,WSH,179.0,432.4326543745523,78,15,20,3,108,316,98,40,68.47468880863289,57.4737689817521,44.738339137400445,58.36051670618987,87.02476357077614,70.85798172946278,45.5025954403381
Jack Quinn,RW,BUF,180.0,430.8564851380891,82,20,31,11,191,3,52,25,81.62171828826857,80.80023555619604,73.09736574713867,92.01682782678023,36.80096727311988,40.93756092407868,25.58180952250701
Dawson Mercer,C,NJD,181.0,430.75885275712335,82,20,22,7,158,114,33,47,81.62171828826857,62.78645510376255,60.65811268635163,82.08345417118095,64.48969016985237,25.6323423331472,53.48708000456006
Emmitt Finnie,C,DET,182.0,427.82975260941487,82,13,17,8,120,48,131,41,61.83892749130281,50.21797378618634,64.29205533698487,65.14635542708882,53.95789281145331,85.45248498367619,46.924062772722536
Dmitry Orlov,D,SJS,183.0,427.3567156927462,82,3,34,18,91,0,123,77,21.972798207563898,85.33370332273623,88.33783070721557,47.898932330533974,24.041903142373393,82.45036670507228,77.32118127725093
Mikael Backlund,C,CGY,184.0,427.356194449078,82,17,26,3,186,720,23,28,74.06453495037249,71.77080075114107,44.738339137400445,91.09172312265987,99.12830929422269,16.853357090140598,29.70913010314085
Mattias Samuelsson,D,BUF,185.0,427.0281278557402,78,13,28,0,109,0,132,154,61.83892749130281,75.60472423502827,21.663208651542433,58.99869832333242,24.041903142373393,85.86728264291425,99.01338336924658
Brandon Montour,D,SEA,186.0,425.9678993845506,64,11,21,8,175,0,75,78,53.97917222336477,60.1193595213247,64.29205533698487,88.2805320617446,24.041903142373393,57.276936958022105,77.9779401407362
Matthew Coronato,RW,CGY,187.0,424.6156259142355,80,18,27,15,197,70,23,23,76.73854944453555,73.86719348802004,83.05603214267057,93.21529207857411,58.08677528012511,16.853357090140598,22.798426390169546
Logan Cooley,C,UTA,188.0,423.9498539322215,54,24,19,10,102,273,54,27,89.14283912616693,55.20553573287984,70.39579956506165,54.93991281452864,83.35419630044369,42.65553766889674,28.25603272424404
Michael McCarron,RW,2TM,189.0,423.76262425316725,79,8,9,0,109,522,205,77,43.76439900542125,27.47168301420899,21.663208651542433,58.99869832333242,96.2588530491454,98.28460093226579,77.32118127725093
Viktor Arvidsson,LW,BOS,190.0,423.5168375821306,69,25,29,9,174,7,24,36,90.63105642626348,77.329579146598,67.46475727730535,87.94967142029506,41.78868154836109,17.794991634782434,40.55810012852527
Jason Zucker,LW,BUF,191.0,422.5153477955998,62,24,21,16,129,48,57,21,89.14283912616693,60.1193595213247,85.05724001851257,69.11873576312534,53.95789281145331,44.89755504430756,20.22172551070934
Marco Kasper,C,DET,192.0,421.8132532353588,81,9,10,2,131,230,186,51,47.63548442481157,30.295177330194544,40.27868711976886,70.25811864374344,79.20063072039778,96.57640315463773,57.56875184180492
Ryan Poehling,C,ANA,193.0,420.9325944522809,75,11,25,1,94,498,44,86,53.97917222336477,69.56431731570507,35.157280873368165,50.12909273585351,95.49443239627352,34.019930701646274,82.58836820606959
Fabian Zetterlund,W,OTT,194.0,420.71070459998805,82,17,16,8,132,3,155,32,74.06453495037249,47.40630752398394,64.29205533698487,70.92918158593665,36.80096727311988,92.0114636144127,35.20619431517751
Parker Kelly,F,COL,195.0,420.31669845570826,82,21,14,0,104,69,177,58,83.74955170710811,41.17752603594034,21.663208651542433,56.04668680907237,57.87723364158815,95.56404705950837,64.23844455094856
Patrick Kane,RW,DET,196.0,419.5654455562486,67,16,41,19,169,5,21,24,71.39909207109352,92.70990957447268,89.76709465672411,86.38818627179617,39.64396675646826,15.401063227306935,24.256132998386995
Gabriel Landeskog,LW,COL,197.0,419.47015472196813,60,14,21,5,132,162,86,32,65.30580118060058,60.1193595213247,52.70822592492259,70.92918158593665,70.94479400934961,64.25659818465647,35.20619431517751
Eetu Luostarinen,C,FLA,198.0,418.69510079403153,73,11,22,1,107,111,121,57,53.97917222336477,62.78645510376255,35.157280873368165,57.8265584980728,63.99694926455383,81.6179013782873,63.33078345262209
Oliver Kapanen,C,MTL,199.0,418.08609642856254,82,22,15,1,131,306,32,68,85.65331399337745,44.1228137736513,35.157280873368165,70.25811864374344,86.2453160208643,24.79756372337017,71.8516894001877
Brayden Point,C,TBL,200.0,417.260421439668,63,18,32,11,129,299,8,23,76.73854944453555,82.47210995878356,73.09736574713867,69.11873576312534,85.68648833027245,7.348745805642949,22.798426390169546
Will Smith,C,SJS,201.0,416.450451246843,69,24,35,17,166,15,16,12,89.14283912616693,86.59279528919484,86.87492842532278,85.2592688733614,46.28647297757181,11.872292007575275,10.421854547649936
Shayne Gostisbehere,D,CAR,202.0,416.2837671460516,55,13,37,18,116,0,29,63,61.83892749130281,88.87490223173211,88.33783070721557,62.950590641948324,24.041903142373393,21.929968998341636,68.30964393313782
Mavrik Bourque,C,DAL,203.0,415.7622344443129,82,20,21,5,147,107,79,21,81.62171828826857,60.1193595213247,52.70822592492259,77.59981973482266,63.43280942917298,60.058576035092145,20.22172551070934
Oliver Bjorkstrand,RW,TBL,204.0,415.1062341910251,80,12,20,14,130,7,85,39,57.777336955565886,57.4737689817521,80.9411014556513,69.6196522002783,41.78868154836109,63.420682201565796,44.08501084785061
Mason Marchment,F,2TM,205.0,414.8355016602384,68,19,26,7,119,15,84,28,79.2016770962513,71.77080075114107,60.65811268635163,64.55597685740194,46.28647297757181,62.65333118837974,29.70913010314085
Alex Iafallo,C,WPG,206.0,414.4345938238595,79,13,16,5,114,17,120,56,61.83892749130281,47.40630752398394,52.70822592492259,61.75699582748968,47.14231978654355,81.12607399168833,62.45574327792862
Collin Graf,F,SJS,207.0,414.30447942742506,81,21,25,1,118,7,88,48,83.74955170710811,69.56431731570507,35.157280873368165,63.964034702506325,41.78868154836109,65.50433855507649,54.57627472529981
Justin Hryckowian,F,DAL,208.0,414.14041706503065,81,14,16,5,83,189,119,44,65.30580118060058,47.40630752398394,52.70822592492259,42.93716122450862,74.39861442455887,80.77035783984809,50.613948946607934
Evander Kane,LW,VAN,209.0,413.5433648976049,71,13,18,6,171,21,111,28,61.83892749130281,52.83145203178897,56.69451573922796,86.90337537947636,48.402202013605226,77.16376213906267,29.70913010314085
Evan Rodrigues,C,FLA,210.0,413.48313612836967,69,11,20,5,160,372,63,26,53.97917222336477,57.4737689817521,52.70822592492259,83.12410925174191,90.66220881329434,48.760346523927,26.77530440936694
Zachary Bolduc,C,MTL,211.0,413.433878886732,78,12,18,6,101,19,170,43,57.777336955565886,52.83145203178897,56.69451573922796,54.33380598876438,47.75432854266985,94.68472994711996,49.35770968159492
Oliver Ekman-Larsson,D,TOR,212.0,412.9972249578456,78,8,31,9,108,0,86,72,43.76439900542125,80.80023555619604,67.46475727730535,58.36051670618987,24.041903142373393,64.25659818465647,74.30881508570326
Ryan McLeod,C,BUF,213.0,412.74949221521734,81,14,40,7,90,612,16,34,65.30580118060058,91.8330586640174,60.65811268635163,47.15703246822606,97.80771676423913,11.872292007575275,38.115478444207255
Taylor Hall,LW,CAR,214.0,411.98649062302303,80,18,30,7,137,20,53,30,76.73854944453555,79.14376649880474,60.65811268635163,73.09320163727452,48.0956364413783,41.795505679075774,32.46171823560251
Jack McBain,C,UTA,215.0,410.8625403166844,75,9,16,0,106,329,271,43,47.63548442481157,47.40630752398394,21.663208651542433,57.29201419498083,87.92496109100254,99.58285474876814,49.35770968159492
Kris Letang,D,PIT,216.0,409.1665273619206,74,3,31,10,104,0,95,94,21.972798207563898,80.80023555619604,70.39579956506165,56.04668680907237,24.041903142373393,69.21917843024815,86.68992565140508
Brad Marchand,LW,FLA,217.0,407.6649672943048,52,27,27,20,137,1,36,16,92.91477691565069,73.86719348802004,91.1714957573443,73.09320163727452,34.06389429134738,28.192401601840075,14.362003602827762
K'Andre Miller,D,CAR,218.0,407.3573915514194,72,8,29,3,123,0,101,79,43.76439900542125,77.329579146598,44.738339137400445,66.55771617740444,24.041903142373393,72.29866855548985,78.62678638673202
Mattias Ekholm,D,EDM,219.0,407.35492564950766,82,6,35,3,131,0,65,125,35.549982927199416,86.59279528919484,44.738339137400445,70.25811864374344,24.041903142373393,50.51220272276123,95.66158378683494
Zach Hyman,LW,EDM,220.0,406.9046077302234,58,31,21,15,159,0,56,18,96.2295905104319,60.1193595213247,83.05603214267057,82.60539949963726,24.041903142373393,44.241624349796474,16.6106985639891
Darnell Nurse,D,EDM,221.0,406.8302235316027,82,7,17,0,164,0,137,166,39.672344276777984,50.21797378618634,21.663208651542433,84.43228768294753,24.041903142373393,87.42944145279706,99.37306453897793
Aliaksei Protas,C,WSH,222.0,406.32937209103335,76,25,27,1,159,30,33,42,90.63105642626348,73.86719348802004,35.157280873368165,82.60539949963726,50.33177891274947,25.6323423331472,48.104320557847686
Mats Zuccarello,LW,MIN,223.0,406.28686131185253,59,15,39,21,122,27,16,26,68.47468880863289,91.01382347654186,92.45660918818623,66.04240300047887,49.651740421070464,11.872292007575275,26.77530440936694
Jake Neighbours,LW,STL,224.0,405.3224361725069,69,15,21,7,86,5,152,36,68.47468880863289,60.1193595213247,60.65811268635163,44.548755672068296,39.64396675646826,91.31945259913584,40.55810012852527
Ivan Demidov,RW,MTL,225.0,404.3225175902568,82,19,43,20,127,0,28,26,79.2016770962513,94.0522307923996,91.1714957573443,68.21510971599568,24.041903142373393,20.864796676525586,26.77530440936694
Bowen Byram,D,BUF,226.0,403.97907693090804,82,11,31,7,109,0,50,93,53.97917222336477,80.80023555619604,60.65811268635163,58.99869832333242,24.041903142373393,39.33319563562438,86.16775936366545
Matt Duchene,C,DAL,227.0,403.49566775929765,57,16,29,14,89,266,29,23,71.39909207109352,77.329579146598,80.9411014556513,46.45098184018142,82.6465178572623,21.929968998341636,22.798426390169546
Cole Sillinger,C,CBJ,228.0,403.39065670066725,81,8,25,1,136,48,112,44,43.76439900542125,69.56431731570507,35.157280873368165,72.53969050498992,53.95789281145331,77.79312724312163,50.613948946607934
Adam Fox,D,NYR,229.0,402.9832292315391,55,9,44,24,91,0,24,74,47.63548442481157,94.69793955016425,95.57408086065158,47.898932330533974,24.041903142373393,17.794991634782434,75.33989728822189
Jackson Blake,RW,CAR,230.0,402.38007750492943,81,22,31,12,174,0,13,34,85.65331399337745,80.80023555619604,75.75959066531678,87.94967142029506,24.041903142373393,10.059884283163443,38.115478444207255
Josh Manson,D,COL,231.0,401.90449703802415,79,5,26,0,128,0,174,99,31.306185512471956,71.77080075114107,21.663208651542433,68.68549937448589,24.041903142373393,95.29563085786509,89.14126874814426
Joel Farabee,LW,CGY,232.0,401.490042029347,82,20,18,3,142,27,49,52,81.62171828826857,52.83145203178897,44.738339137400445,75.64482780704067,49.651740421070464,38.27226845944148,58.72969588433643
Vladislav Gavrikov,D,NYR,233.0,401.0250018301689,82,14,21,6,119,0,50,104,65.30580118060058,60.1193595213247,56.69451573922796,64.55597685740194,24.041903142373393,39.33319563562438,90.97424975361591
Kevin Fiala,LW,LAK,234.0,400.6872633161394,56,18,22,17,147,7,39,24,76.73854944453555,62.78645510376255,86.87492842532278,77.59981973482266,41.78868154836109,30.6426960609478,24.256132998386995
Morgan Rielly,D,TOR,235.0,400.14229876529043,78,11,25,6,141,0,35,114,53.97917222336477,69.56431731570507,56.69451573922796,75.10516062354813,24.041903142373393,27.207430530373017,93.54979919069811
Max Domi,LW,TOR,236.0,400.05828737033204,80,12,24,8,118,221,37,35,57.777336955565886,67.28723918606975,64.29205533698487,63.964034702506325,78.29276104719483,29.00589324820026,39.438966893810125
Matvei Michkov,RW,PHI,237.0,399.83178351082574,81,20,31,12,163,1,33,19,81.62171828826857,80.80023555619604,75.75959066531678,84.06639553834461,34.06389429134738,25.6323423331472,17.887606838205176
Anthony Beauvillier,LW,WSH,238.0,399.04181795683957,82,15,13,1,155,44,93,48,68.47468880863289,38.680857135552635,35.157280873368165,81.02274013159297,52.95687858907138,68.17309769332172,54.57627472529981
Thomas Novak,C,PIT,239.0,398.8240232786668,82,16,26,7,130,216,12,34,71.39909207109352,71.77080075114107,60.65811268635163,69.6196522002783,77.64595278919208,9.614934336402943,38.115478444207255
Scott Laughton,C,2TM,240.0,397.9994784015926,64,13,7,2,95,443,121,42,61.83892749130281,21.521776396318067,40.27868711976886,50.83871706105235,93.79914839701556,81.6179013782873,48.104320557847686
Jordan Kyrou,C,STL,241.0,397.95380087961655,72,18,28,14,173,3,14,28,76.73854944453555,75.60472423502827,80.9411014556513,87.58073308959234,36.80096727311988,10.578595278548281,29.70913010314085
Valeri Nichushkin,RW,COL,242.0,395.5052712699052,72,17,32,4,160,2,55,27,74.06453495037249,82.47210995878356,48.79596349852645,83.12410925174191,35.30992328587182,43.482597600364954,28.25603272424404
Noah Laba,C,NYR,243.0,395.01473729871606,74,9,15,5,73,331,110,43,47.63548442481157,44.1228137736513,52.70822592492259,36.598359821268524,88.09614461181043,76.49599906065666,49.35770968159492
Shane Wright,C,SEA,244.0,393.88298207487935,74,12,15,6,97,217,51,59,57.777336955565886,44.1228137736513,56.69451573922796,52.119392521606464,77.80386502697365,40.22165589296249,65.14340216489157
Sam Malinski,D,COL,245.0,392.98035240845707,82,8,32,1,164,0,46,95,43.76439900542125,82.47210995878356,35.157280873368165,84.43228768294753,24.041903142373393,35.73385787502957,87.37851387053362
Michael Carcone,F,UTA,246.0,392.29068283511157,79,16,15,4,147,14,147,16,71.39909207109352,44.1228137736513,48.79596349852645,77.59981973482266,45.771486325768834,90.23950382842102,14.362003602827762
Jack Roslovic,C,EDM,247.0,392.2455172205323,69,21,15,6,141,142,46,27,83.74955170710811,44.1228137736513,56.69451573922796,75.10516062354813,68.58358477772317,35.73385787502957,28.25603272424404
Connor Dewar,C,PIT,248.0,391.6359614510144,78,14,16,0,110,55,144,46,65.30580118060058,47.40630752398394,21.663208651542433,59.67108821544646,55.40955118967774,89.6059010638306,52.57410362593258
Yanni Gourde,C,TBL,249.0,391.2018625977808,82,9,19,0,114,396,115,31,47.63548442481157,55.20553573287984,21.663208651542433,61.75699582748968,91.86932763891905,79.24059630487042,33.8307140172678
Alex Killorn,C,ANA,250.0,391.14223867535384,82,15,18,5,148,41,70,30,68.47468880863289,52.83145203178897,52.70822592492259,78.22654071121839,52.408885662058786,54.030727301129744,32.46171823560251
Thomas Harley,D,DAL,251.0,389.4538199589128,70,6,30,7,113,0,39,148,35.549982927199416,79.14376649880474,60.65811268635163,61.12343558572846,24.041903142373393,30.6426960609478,98.29392305750736
Marco Rossi,C,2TM,252.0,388.8420483079981,50,12,23,14,66,283,47,30,57.777336955565886,65.0844245102973,80.9411014556513,31.78868601913083,84.21136930740278,36.577411824347486,32.46171823560251
Dmitri Voronkov,LW,CBJ,253.0,388.20712020633607,63,17,15,9,110,6,105,27,74.06453495037249,44.1228137736513,67.46475727730535,59.67108821544646,40.50640791579477,74.12148534952163,28.25603272424404
Luke Evangelista,RW,NSH,254.0,387.6581618027883,81,12,44,17,176,0,21,21,57.777336955565886,94.69793955016425,86.87492842532278,88.64326499134569,24.041903142373393,15.401063227306935,20.22172551070934
Ivan Provorov,D,CBJ,255.0,387.0127526429512,82,9,22,5,158,0,28,134,47.63548442481157,62.78645510376255,52.70822592492259,82.08345417118095,24.041903142373393,20.864796676525586,96.89243319937455
Troy Terry,C,ANA,256.0,386.6682217602483,61,19,38,12,161,4,2,16,79.2016770962513,90.00514408143225,75.75959066531678,83.49972001212328,38.53702435927084,5.303061943026101,14.362003602827762
Artturi Lehkonen,LW,COL,257.0,386.40693927483625,70,21,27,2,153,3,45,33,83.74955170710811,73.86719348802004,40.27868711976886,80.26459658496074,36.80096727311988,34.788098392868264,36.65784470899037
Ryan Greene,C,CHI,258.0,385.79576535053184,81,12,17,4,109,340,50,37,57.777336955565886,50.21797378618634,48.79596349852645,58.99869832333242,88.88532445175187,39.33319563562438,41.787272699544445
Mike Matheson,D,MTL,259.0,384.76955251201093,78,7,30,1,114,0,59,150,39.672344276777984,79.14376649880474,35.157280873368165,61.75699582748968,24.041903142373393,46.284344062044255,98.71291783115274
Egor Chinakhov,RW,2TM,260.0,384.06498282682037,72,21,21,6,140,3,49,31,83.74955170710811,60.1193595213247,56.69451573922796,74.59760610933046,36.80096727311988,38.27226845944148,33.8307140172678
Jared McCann,C,SEA,261.0,383.2768867221116,52,20,20,13,117,13,40,25,81.62171828826857,57.4737689817521,78.43642772892261,63.4755002344441,45.2217703719928,31.465891594224388,25.58180952250701
Casey Cizikas,C,NYI,262.0,382.8896738002641,81,10,8,0,80,351,153,57,50.848509202140406,24.62797614408865,21.663208651542433,41.16378313241381,89.66708504499269,91.58832817246405,63.33078345262209
Bobby Brink,RW,2TM,263.0,381.52680982678146,68,15,15,7,104,18,80,39,68.47468880863289,44.1228137736513,60.65811268635163,56.04668680907237,47.44821060335967,60.69128629786299,44.08501084785061
A.J. Greer,LW,FLA,264.0,380.4133532547827,78,17,15,1,104,7,203,29,74.06453495037249,44.1228137736513,35.157280873368165,56.04668680907237,41.78868154836109,98.16888142089707,31.064473879060195
Teuvo Teräväinen,F,CHI,265.0,380.0482228595228,75,14,21,19,89,47,21,43,65.30580118060058,60.1193595213247,89.76709465672411,46.45098184018142,53.64621275179014,15.401063227306935,49.35770968159492
Travis Sanheim,D,PHI,266.0,380.02038923161274,81,11,26,3,95,0,46,152,53.97917222336477,71.77080075114107,44.738339137400445,50.83871706105235,24.041903142373393,35.73385787502957,98.91759904125118
Nicholas Robertson,LW,TOR,267.0,378.4286972587457,78,16,16,4,127,12,75,36,71.39909207109352,47.40630752398394,48.79596349852645,68.21510971599568,44.77718736259875,57.276936958022105,40.55810012852527
Adam Lowry,LW,WPG,268.0,377.36490450810965,70,5,16,0,71,522,150,48,31.306185512471956,47.40630752398394,21.663208651542433,35.24244477455093,96.2588530491454,90.91163027111517,54.57627472529981
Conor Garland,RW,2TM,269.0,377.15147671304135,71,12,21,10,137,14,45,32,57.777336955565886,60.1193595213247,70.39579956506165,73.09320163727452,45.771486325768834,34.788098392868264,35.20619431517751
Jonathan Toews,C,WPG,270.0,376.9749338753757,82,11,18,8,105,637,17,34,53.97917222336477,52.83145203178897,64.29205533698487,56.72200483181741,98.42245088788138,12.612320119331084,38.115478444207255
Connor Brown,RW,NJD,271.0,376.7947417813526,75,18,25,8,116,8,25,37,76.73854944453555,69.56431731570507,64.29205533698487,62.950590641948324,42.861415051992275,18.600541290642127,41.787272699544445
Morgan Barron,C,WPG,272.0,375.37389445137654,65,11,12,0,93,270,132,40,53.97917222336477,35.93863449353837,21.663208651542433,49.350082478335565,83.07291852134307,85.86728264291425,45.5025954403381
Justin Brazeau,F,PIT,273.0,374.4036937166277,64,17,17,5,104,0,90,44,74.06453495037249,50.21797378618634,52.70822592492259,56.04668680907237,24.041903142373393,66.7104201570926,50.613948946607934
Jordan Martinook,LW,CAR,274.0,373.7374217641025,77,12,17,0,109,32,112,50,57.777336955565886,50.21797378618634,21.663208651542433,58.99869832333242,50.91434497861624,77.79312724312163,56.372731825737574
Noel Acciari,C,PIT,275.0,373.1417929067454,67,13,12,0,93,309,65,62,61.83892749130281,35.93863449353837,21.663208651542433,49.350082478335565,86.48969757323829,50.51220272276123,67.34903949602673
Michael Amadio,C,OTT,276.0,372.63938443151153,81,15,20,0,96,7,105,51,68.47468880863289,57.4737689817521,21.663208651542433,51.548799249896504,41.78868154836109,74.12148534952163,57.56875184180492
Tony DeAngelo,D,NYI,277.0,372.18927979936944,76,5,30,7,148,0,33,70,31.306185512471956,79.14376649880474,60.65811268635163,78.22654071121839,24.041903142373393,25.6323423331472,73.18042891500215
Nic Dowd,C,2TM,278.0,371.8165301636193,75,5,16,0,66,476,140,50,31.306185512471956,47.40630752398394,21.663208651542433,31.78868601913083,94.93001261827294,88.34939801247964,56.372731825737574
