name,position,team,rank,total,games_played,goals,assists,power_play_points,shots,face_off_wins,hits,blocked_shots,goals_score,assists_score,power_play_points_score,shots_score,face_off_wins_score,hits_score,blocked_shots_score
Lian Bichsel,D,DAL,559.0,231.8130691925919,50,4,4,0,27,0,139,42,26.847447765992854,13.44129738448563,21.663208651542433,9.715033210534738,24.041903142373393,87.99985847981517,48.104320557847686
Cody Ceci,D,LAK,560.0,231.65494721355194,82,1,8,0,59,0,37,114,11.8019527634363,24.62797614408865,21.663208651542433,26.964214073212773,24.041903142373393,29.00589324820026,93.54979919069811
Kyle MacLean,F,NYI,561.0,231.196618517493,59,2,5,0,43,48,121,23,16.793290621486975,15.962397728021333,21.663208651542433,18.40350093653212,53.95789281145331,81.6179013782873,22.798426390169546
Isac Lundeström,C,CBJ,562.0,230.89518810067977,68,4,8,0,53,134,35,35,26.847447765992854,24.62797614408865,21.663208651542433,23.499642759336915,67.61051535553581,27.207430530373017,39.438966893810125
Jeffrey Viel,F,2TM,563.0,230.11171556823786,45,3,7,0,62,1,121,21,21.972798207563898,21.521776396318067,21.663208651542433,29.050411132469456,34.06389429134738,81.6179013782873,20.22172551070934
Arber Xhekaj,D,MTL,564.0,230.0650676427786,65,1,3,0,40,0,178,43,11.8019527634363,10.766656792452297,21.663208651542433,16.73774119558166,24.041903142373393,95.6958954157976,49.35770968159492
Curtis Lazar,C,EDM,565.0,229.0141608393532,45,4,2,0,30,178,95,20,26.847447765992854,8.287778669608521,21.663208651542433,10.870828025021535,72.9877893096322,69.21917843024815,19.137929987307494
Ryan Lomberg,LW,CGY,566.0,227.9199193124672,57,4,5,0,53,5,129,17,26.847447765992854,15.962397728021333,21.663208651542433,23.499642759336915,39.64396675646826,84.75122648652867,15.552029164576735
Denver Barkey,C,PHI,567.0,227.58496728330462,43,5,12,4,43,7,43,19,31.306185512471956,35.93863449353837,48.79596349852645,18.40350093653212,41.78868154836109,33.464394455669435,17.887606838205176
Matt Grzelcyk,D,CHI,568.0,227.27859695295848,69,0,12,3,68,0,28,54,7.803972900757034,35.93863449353837,44.738339137400445,33.19085853392029,24.041903142373393,20.864796676525586,60.70009206844338
Adam Erne,LW,DAL,569.0,227.0825249197724,45,6,2,0,43,2,141,20,35.549982927199416,8.287778669608521,21.663208651542433,18.40350093653212,35.30992328587182,88.73020046171061,19.137929987307494
Nick Lardis,LW,CHI,570.0,226.75335826127423,41,10,5,3,57,1,57,12,50.848509202140406,15.962397728021333,44.738339137400445,25.82080831040718,34.06389429134738,44.89755504430756,10.421854547649936
Victor Hedman,D,TBL,571.0,226.75056922936727,33,1,16,6,50,0,19,44,11.8019527634363,47.40630752398394,56.69451573922796,22.122995040292672,24.041903142373393,14.068946073445073,50.613948946607934
Ben Hutton,D,VEG,572.0,226.41274249917694,55,6,9,0,71,0,28,55,35.549982927199416,27.47168301420899,21.663208651542433,35.24244477455093,24.041903142373393,20.864796676525586,61.578723312776205
Nick Jensen,D,OTT,573.0,226.22252272472147,61,4,13,0,36,0,38,66,26.847447765992854,38.680857135552635,21.663208651542433,14.562068412219638,24.041903142373393,29.82267689121543,70.6043607258251
Nico Sturm,C,MIN,574.0,224.9724323913468,49,5,6,0,38,205,55,19,31.306185512471956,18.50461470343744,21.663208651542433,15.748322119666799,76.37989696565806,43.482597600364954,17.887606838205176
Brandon Tanev,LW,UTA,575.0,224.83193548195288,56,0,3,0,42,3,155,34,7.803972900757034,10.766656792452297,21.663208651542433,17.670187805461246,36.80096727311988,92.0114636144127,38.115478444207255
Miles Wood,LW,CBJ,576.0,224.35964485635506,54,8,6,0,71,4,63,19,43.76439900542125,18.50461470343744,21.663208651542433,35.24244477455093,38.53702435927084,48.760346523927,17.887606838205176
Reid Schaefer,LW,NSH,577.0,223.92535992845208,47,6,2,0,39,1,108,30,35.549982927199416,8.287778669608521,21.663208651542433,16.293858987008598,34.06389429134738,75.60491816614321,32.46171823560251
Jacob Bernard-Docker,D,DET,578.0,222.69310013752437,63,1,4,0,41,0,66,87,11.8019527634363,13.44129738448563,21.663208651542433,17.11493317502015,24.041903142373393,51.45939731399474,83.17040770667172
Kasperi Kapanen,RW,EDM,579.0,221.85031240616445,41,8,9,0,65,0,75,18,43.76439900542125,27.47168301420899,21.663208651542433,31.021483070607186,24.041903142373393,57.276936958022105,16.6106985639891
Noah Juulsen,D,PHI,580.0,219.4235777503151,52,1,9,0,26,0,104,45,11.8019527634363,27.47168301420899,21.663208651542433,9.207830478947361,24.041903142373393,73.5391436366601,51.69785606314653
Trevor van Riemsdyk,D,WSH,581.0,217.7345732753239,68,3,11,0,44,0,12,97,21.972798207563898,33.165325911838195,21.663208651542433,19.035146327421913,24.041903142373393,9.614934336402943,88.24125669818115
Pavol Regenda,F,SJS,582.0,217.64118788432987,24,9,1,4,42,11,59,6,47.63548442481157,6.353489990438876,48.79596349852645,17.670187805461246,44.40277435039596,46.284344062044255,6.498943752651502
Kyle Palmieri,RW,NYI,583.0,217.22288940781544,25,6,12,5,71,2,19,9,35.549982927199416,35.93863449353837,52.70822592492259,35.24244477455093,35.30992328587182,14.068946073445073,8.40473192828724
Rodrigo Abols,C,PHI,584.0,216.52514784456565,42,3,7,0,43,158,49,24,21.972798207563898,21.521776396318067,21.663208651542433,18.40350093653212,70.4354621947807,38.27226845944148,24.256132998386995
Jayden Struble,D,MTL,585.0,216.44820084459263,59,2,10,0,26,0,115,32,16.793290621486975,30.295177330194544,21.663208651542433,9.207830478947361,24.041903142373393,79.24059630487042,35.20619431517751
Tyler Seguin,C,DAL,586.0,216.4307113808764,27,7,10,4,31,126,18,6,39.672344276777984,30.295177330194544,48.79596349852645,11.495515928235928,66.31657265260586,13.35619394188414,6.498943752651502
Shakir Mukhamadullin,D,SJS,587.0,215.59229302046737,50,5,7,0,49,0,35,63,31.306185512471956,21.521776396318067,21.663208651542433,21.542144854250687,24.041903142373393,27.207430530373017,68.30964393313782
David Kämpf,C,2TM,588.0,212.7325244271005,40,2,4,0,36,289,45,26,16.793290621486975,13.44129738448563,21.663208651542433,14.562068412219638,84.7092565551306,34.788098392868264,26.77530440936694
Samuel Girard,D,2TM,589.0,211.83865847873932,60,3,16,0,41,0,21,58,21.972798207563898,47.40630752398394,21.663208651542433,17.11493317502015,24.041903142373393,15.401063227306935,64.23844455094856
Joel Hanley,D,CGY,590.0,210.86146885587362,68,0,7,0,43,0,42,90,7.803972900757034,21.521776396318067,21.663208651542433,18.40350093653212,24.041903142373393,32.84184152058636,84.58526530776422
Jesperi Kotkaniemi,C,CAR,591.0,210.10610575834022,42,2,7,0,42,131,63,18,16.793290621486975,21.521776396318067,21.663208651542433,17.670187805461246,67.08659719561541,48.760346523927,16.6106985639891
Nikita Grebenkin,RW,PHI,592.0,209.16997976197888,55,4,10,0,32,4,86,17,26.847447765992854,30.295177330194544,21.663208651542433,12.01849430574499,38.53702435927084,64.25659818465647,15.552029164576735
Gustav Nyquist,RW,WPG,593.0,208.33973429938962,51,1,11,5,62,8,28,19,11.8019527634363,33.165325911838195,52.70822592492259,29.050411132469456,42.861415051992275,20.864796676525586,17.887606838205176
Oskar Back,C,DAL,594.0,206.2103789764292,72,5,7,0,42,30,29,37,31.306185512471956,21.521776396318067,21.663208651542433,17.670187805461246,50.33177891274947,21.929968998341636,41.787272699544445
Maksim Shabanov,F,NYI,595.0,206.19094478016783,44,5,13,5,56,0,27,16,31.306185512471956,38.680857135552635,52.70822592492259,25.113643589361516,24.041903142373393,19.978125872657976,14.362003602827762
Alexander Kerfoot,C,UTA,596.0,205.95089940602975,34,7,6,0,28,115,30,27,39.672344276777984,18.50461470343744,21.663208651542433,10.015567638916313,64.77041528506273,23.068716126048784,28.25603272424404
Danton Heinen,C,2TM,597.0,205.17943950151442,46,6,6,0,44,9,54,24,35.549982927199416,18.50461470343744,21.663208651542433,19.035146327421913,43.51481622462949,42.65553766889674,24.256132998386995
Jacob Melanson,RW,SEA,598.0,204.0746424383014,36,2,3,0,33,1,188,13,16.793290621486975,10.766656792452297,21.663208651542433,12.649565722956794,34.06389429134738,96.84017427468716,11.297852083828358
Adam Wilsby,D,NSH,599.0,202.94596908530187,58,1,15,0,59,0,28,47,11.8019527634363,44.1228137736513,21.663208651542433,26.964214073212773,24.041903142373393,20.864796676525586,53.48708000456006
Jack Finley,C,2TM,600.0,199.98587297064964,44,2,3,0,26,201,75,9,16.793290621486975,10.766656792452297,21.663208651542433,9.207830478947361,75.87321753991122,57.276936958022105,8.40473192828724
Conor Timmins,D,BUF,601.0,199.00241297054484,39,0,8,0,44,0,29,81,7.803972900757034,24.62797614408865,21.663208651542433,19.035146327421913,24.041903142373393,21.929968998341636,79.90023680601978
Igor Chernyshov,LW,SJS,602.0,198.6542939473134,28,9,10,5,46,0,17,13,47.63548442481157,30.295177330194544,52.70822592492259,20.063330921851854,24.041903142373393,12.612320119331084,11.297852083828358
Henri Jokiharju,D,BOS,603.0,198.29787778696596,41,2,13,2,40,0,27,37,16.793290621486975,38.680857135552635,40.27868711976886,16.73774119558166,24.041903142373393,19.978125872657976,41.787272699544445
Brayden Pachal,D,CGY,604.0,197.62062604759234,39,1,6,0,28,0,89,40,11.8019527634363,18.50461470343744,21.663208651542433,10.015567638916313,24.041903142373393,66.09078370754837,45.5025954403381
Landon Slaggert,LW,CHI,605.0,196.12554672537033,53,3,4,0,47,1,79,24,21.972798207563898,13.44129738448563,21.663208651542433,20.66963915695184,34.06389429134738,60.058576035092145,24.256132998386995
Liam O'Brien,C,UTA,606.0,195.8752551871083,38,3,1,0,35,6,115,14,21.972798207563898,6.353489990438876,21.663208651542433,13.921344244424265,40.50640791579477,79.24059630487042,12.217409872473674
Gavin Brindley,C,COL,607.0,195.15860177813175,56,6,7,0,62,13,37,15,35.549982927199416,21.521776396318067,21.663208651542433,29.050411132469456,45.2217703719928,29.00589324820026,13.14555905040934
Zakhar Bardakov,C,COL,608.0,194.22105307041298,60,1,9,0,35,73,50,22,11.8019527634363,27.47168301420899,21.663208651542433,13.921344244424265,58.57608613190976,39.33319563562438,21.45358262926686
Spencer Stastney,D,2TM,609.0,190.60955036515423,66,2,8,0,56,0,13,63,16.793290621486975,24.62797614408865,21.663208651542433,25.113643589361516,24.041903142373393,10.059884283163443,68.30964393313782
Jeff Skinner,LW,SJS,610.0,189.98406274681125,32,6,7,4,56,3,17,11,35.549982927199416,21.521776396318067,48.79596349852645,25.113643589361516,36.80096727311988,12.612320119331084,9.589408942954826
Zayne Parekh,D,CGY,611.0,188.75616704409856,37,4,5,6,49,0,15,30,26.847447765992854,15.962397728021333,56.69451573922796,21.542144854250687,24.041903142373393,11.206039578629785,32.46171823560251
Stefan Noesen,RW,NJD,612.0,188.6065227419893,38,3,4,3,52,16,33,15,21.972798207563898,13.44129738448563,44.738339137400445,22.944423461629114,46.731763167353705,25.6323423331472,13.14555905040934
Ryan Reaves,RW,SJS,613.0,187.48692649959165,50,3,0,0,25,0,160,15,21.972798207563898,5.207292717474434,21.663208651542433,8.633800299486238,24.041903142373393,92.82236443074191,13.14555905040934
Olli Määttä,D,2TM,614.0,187.417822947868,43,2,13,0,34,0,3,62,16.793290621486975,38.680857135552635,21.663208651542433,13.318810964845518,24.041903142373393,5.5707129360403105,67.34903949602673
Justin Barron,D,NSH,615.0,187.35265431972923,52,0,9,0,31,0,37,60,7.803972900757034,27.47168301420899,21.663208651542433,11.495515928235928,24.041903142373393,29.00589324820026,65.87047743441119
Stephen Halliday,C,OTT,616.0,186.47182241934365,30,4,7,3,34,26,30,8,26.847447765992854,21.521776396318067,44.738339137400445,13.318810964845518,49.308921080880864,23.068716126048784,7.6678109478570935
Nils Lundkvist,D,DAL,617.0,186.21547722082062,52,3,8,0,46,0,26,48,21.972798207563898,24.62797614408865,21.663208651542433,20.063330921851854,24.041903142373393,19.269985428100572,54.57627472529981
Haydn Fleury,D,WPG,618.0,185.10529251078404,38,2,2,0,26,0,54,56,16.793290621486975,8.287778669608521,21.663208651542433,9.207830478947361,24.041903142373393,42.65553766889674,62.45574327792862
Joel Kiviranta,F,COL,619.0,184.7065465364436,51,3,6,0,50,4,63,15,21.972798207563898,18.50461470343744,21.663208651542433,22.122995040292672,38.53702435927084,48.760346523927,13.14555905040934
Donovan Sebrango,D,2TM,620.0,184.50422004153677,42,0,8,0,33,0,77,32,7.803972900757034,24.62797614408865,21.663208651542433,12.649565722956794,24.041903142373393,58.51139916464095,35.20619431517751
Nikolas Matinpalo,D,OTT,621.0,184.49353373235516,50,0,5,0,37,0,49,55,7.803972900757034,15.962397728021333,21.663208651542433,15.171059537443277,24.041903142373393,38.27226845944148,61.578723312776205
Brett Pesce,D,NJD,622.0,183.73847152256704,37,1,6,0,45,0,11,80,11.8019527634363,18.50461470343744,21.663208651542433,19.495186112991647,24.041903142373393,8.96401566057814,79.26759048820769
Erik Gudbranson,D,CBJ,623.0,183.13263493987574,37,1,2,0,34,0,45,64,11.8019527634363,8.287778669608521,21.663208651542433,13.318810964845518,24.041903142373393,34.788098392868264,69.2308823552013
John Beecher,C,2TM,624.0,183.12290698457596,35,3,4,0,37,85,23,31,21.972798207563898,13.44129738448563,21.663208651542433,15.171059537443277,60.19047209613231,16.853357090140598,33.8307140172678
Noah Gregor,C,FLA,625.0,181.43169027622747,37,4,5,1,41,19,37,11,26.847447765992854,15.962397728021333,35.157280873368165,17.11493317502015,47.75432854266985,29.00589324820026,9.589408942954826
Philippe Myers,D,TOR,626.0,180.5184006119125,39,0,2,0,42,0,55,51,7.803972900757034,8.287778669608521,21.663208651542433,17.670187805461246,24.041903142373393,43.482597600364954,57.56875184180492
Zachary L'Heureux,LW,NSH,627.0,179.95903190168505,25,4,1,1,32,3,64,15,26.847447765992854,6.353489990438876,35.157280873368165,12.01849430574499,36.80096727311988,49.635792642610966,13.14555905040934
Brendan Gaunce,C,CBJ,628.0,179.3620573575567,25,2,4,0,29,103,44,21,16.793290621486975,13.44129738448563,21.663208651542433,10.354206986778749,62.86839750090727,34.019930701646274,20.22172551070934
Ozzy Wiesblatt,RW,NSH,629.0,179.2703867911793,40,1,4,0,25,2,100,18,11.8019527634363,13.44129738448563,21.663208651542433,8.633800299486238,35.30992328587182,71.8095058423678,16.6106985639891
Johnathan Kovacevic,D,NJD,630.0,177.99045475594122,34,0,8,0,30,0,57,39,7.803972900757034,24.62797614408865,21.663208651542433,10.870828025021535,24.041903142373393,44.89755504430756,44.08501084785061
Maxim Tsyplakov,F,2TM,631.0,177.6566387638148,49,2,2,0,42,9,83,8,16.793290621486975,8.287778669608521,21.663208651542433,17.670187805461246,43.51481622462949,62.059545843229046,7.6678109478570935
Adam Edstrom,C,NYR,632.0,177.17376835733995,35,3,2,0,31,7,65,22,21.972798207563898,8.287778669608521,21.663208651542433,11.495515928235928,41.78868154836109,50.51220272276123,21.45358262926686
Jaccob Slavin,D,CAR,633.0,175.9691688585134,39,1,7,0,63,0,6,54,11.8019527634363,21.521776396318067,21.663208651542433,29.809640779988275,24.041903142373393,6.430595056411547,60.70009206844338
Isak Rosen,RW,2TM,634.0,173.46510809149572,37,6,4,3,35,1,17,20,35.549982927199416,13.44129738448563,44.738339137400445,13.921344244424265,34.06389429134738,12.612320119331084,19.137929987307494
Cole Schwindt,RW,FLA,635.0,171.19363548664398,29,5,2,0,25,91,39,11,31.306185512471956,8.287778669608521,21.663208651542433,8.633800299486238,61.07055734963221,30.6426960609478,9.589408942954826
Kevin Hayes,RW,PIT,636.0,171.04730755637067,28,4,4,0,45,56,32,10,26.847447765992854,13.44129738448563,21.663208651542433,19.495186112991647,55.827283600806794,24.79756372337017,8.975320317181138
Brandon Saad,LW,VEG,637.0,170.87028882837265,49,3,6,0,78,9,11,18,21.972798207563898,18.50461470343744,21.663208651542433,39.640136816632165,43.51481622462949,8.96401566057814,16.6106985639891
Jordan Greenway,LW,BUF,638.0,170.65860617431176,40,1,5,0,32,8,57,22,11.8019527634363,15.962397728021333,21.663208651542433,12.01849430574499,42.861415051992275,44.89755504430756,21.45358262926686
Calle Järnkrok,C,TOR,639.0,170.14274403736343,56,6,2,0,45,28,33,11,35.549982927199416,8.287778669608521,21.663208651542433,19.495186112991647,49.92483639991937,25.6323423331472,9.589408942954826
Maxwell Crozier,D,TBL,640.0,169.51548857162857,35,1,9,0,46,0,39,31,11.8019527634363,27.47168301420899,21.663208651542433,20.063330921851854,24.041903142373393,30.6426960609478,33.8307140172678
Sammy Blais,LW,2TM,641.0,169.2588417891018,21,3,5,0,18,1,78,12,21.972798207563898,15.962397728021333,21.663208651542433,5.9593285555918465,34.06389429134738,59.21535980738497,10.421854547649936
Zach Aston-Reese,C,CBJ,642.0,168.97670645717596,27,1,4,0,17,7,78,17,11.8019527634363,13.44129738448563,21.663208651542433,5.514177137388797,41.78868154836109,59.21535980738497,15.552029164576735
Danil But,LW,UTA,643.0,168.82760778590756,29,3,4,3,43,7,16,18,21.972798207563898,13.44129738448563,44.738339137400445,18.40350093653212,41.78868154836109,11.872292007575275,16.6106985639891
Elias Salomonsson,D,WPG,644.0,167.2027220609752,32,1,4,1,37,0,50,27,11.8019527634363,13.44129738448563,35.157280873368165,15.171059537443277,24.041903142373393,39.33319563562438,28.25603272424404
Mike Reilly,D,CAR,645.0,167.08814812285766,42,1,8,0,63,0,18,37,11.8019527634363,24.62797614408865,21.663208651542433,29.809640779988275,24.041903142373393,13.35619394188414,41.787272699544445
Nicolas Deslauriers,LW,2TM,646.0,167.06389539499162,31,0,2,0,18,1,121,8,7.803972900757034,8.287778669608521,21.663208651542433,5.9593285555918465,34.06389429134738,81.6179013782873,7.6678109478570935
Nathan Bastian,RW,DAL,647.0,166.77722167640331,36,6,1,0,25,0,85,7,35.549982927199416,6.353489990438876,21.663208651542433,8.633800299486238,24.041903142373393,63.420682201565796,7.114154463797172
Otto Stenberg,C,STL,648.0,166.60815105278198,32,3,7,0,31,4,49,15,21.972798207563898,21.521776396318067,21.663208651542433,11.495515928235928,38.53702435927084,38.27226845944148,13.14555905040934
Zach Bogosian,D,MIN,649.0,165.1752123488019,41,2,4,0,30,0,47,37,16.793290621486975,13.44129738448563,21.663208651542433,10.870828025021535,24.041903142373393,36.577411824347486,41.787272699544445
Ben Jones,F,MIN,650.0,164.7164159590335,28,1,2,0,26,73,58,11,11.8019527634363,8.287778669608521,21.663208651542433,9.207830478947361,58.57608613190976,45.59015032063429,9.589408942954826
Martin Pospisil,C,CGY,651.0,164.009399444358,22,1,2,0,19,16,84,6,11.8019527634363,8.287778669608521,21.663208651542433,6.37242125138579,46.731763167353705,62.65333118837974,6.498943752651502
Tomáš Nosek,C,FLA,652.0,163.7790730784465,21,2,2,0,8,104,51,12,16.793290621486975,8.287778669608521,21.663208651542433,3.346804181173142,63.044480514023,40.22165589296249,10.421854547649936
Nikita Nesterenko,C,ANA,653.0,163.45474446463214,29,1,8,0,31,11,53,8,11.8019527634363,24.62797614408865,21.663208651542433,11.495515928235928,44.40277435039596,41.795505679075774,7.6678109478570935
Declan Carlile,D,TBL,654.0,161.65238814667697,42,1,2,0,33,0,51,38,11.8019527634363,8.287778669608521,21.663208651542433,12.649565722956794,24.041903142373393,40.22165589296249,42.986323303797064
Nate Danielson,C,DET,655.0,160.15257233875263,28,2,5,3,31,55,8,9,16.793290621486975,15.962397728021333,44.738339137400445,11.495515928235928,55.40955118967774,7.348745805642949,8.40473192828724
Joshua Dunne,C,BUF,656.0,157.7680106013154,34,1,3,0,29,66,40,16,11.8019527634363,10.766656792452297,21.663208651542433,10.354206986778749,57.354090210053464,31.465891594224388,14.362003602827762
Arttu Hyry,F,DAL,657.0,156.9327509502432,20,3,2,0,24,121,32,6,21.972798207563898,8.287778669608521,21.663208651542433,8.16774729675029,65.54471064875638,24.79756372337017,6.498943752651502
Curtis Douglas,C,2TM,658.0,155.15008030026544,43,1,3,0,29,6,64,12,11.8019527634363,10.766656792452297,21.663208651542433,10.354206986778749,40.50640791579477,49.635792642610966,10.421854547649936
Tyler Pitlick,C,MIN,659.0,154.01649225741474,32,2,0,0,26,0,78,19,16.793290621486975,5.207292717474434,21.663208651542433,9.207830478947361,24.041903142373393,59.21535980738497,17.887606838205176
Matt Rempe,C,NYR,660.0,151.03626426467892,26,1,0,0,15,3,86,6,11.8019527634363,5.207292717474434,21.663208651542433,4.807300921797899,36.80096727311988,64.25659818465647,6.498943752651502
Jacob Quillan,F,TOR,661.0,150.8930579780012,23,1,2,0,14,68,46,13,11.8019527634363,8.287778669608521,21.663208651542433,4.440620114160726,57.66778782039529,35.73385787502957,11.297852083828358
David Tomasek,F,EDM,662.0,150.8531348066949,22,3,2,2,30,30,17,6,21.972798207563898,8.287778669608521,40.27868711976886,10.870828025021535,50.33177891274947,12.612320119331084,6.498943752651502
Ilya Solovyov,D,2TM,663.0,150.6338358193541,30,1,7,0,23,0,35,33,11.8019527634363,21.521776396318067,21.663208651542433,7.739719626320515,24.041903142373393,27.207430530373017,36.65784470899037
Cale Fleury,D,SEA,664.0,150.59321163814462,23,1,2,0,22,0,50,34,11.8019527634363,8.287778669608521,21.663208651542433,7.349694331352327,24.041903142373393,39.33319563562438,38.115478444207255
Ville Koivunen,RW,PIT,665.0,149.75802381571873,39,2,5,4,36,2,5,14,16.793290621486975,15.962397728021333,48.79596349852645,14.562068412219638,35.30992328587182,6.116970397118886,12.217409872473674
Taylor Ward,F,LAK,666.0,149.59005954203226,36,3,4,0,38,4,38,9,21.972798207563898,13.44129738448563,21.663208651542433,15.748322119666799,38.53702435927084,29.82267689121543,8.40473192828724
Jani Nyman,RW,SEA,667.0,149.20458152983474,28,4,3,2,33,2,23,6,26.847447765992854,10.766656792452297,40.27868711976886,12.649565722956794,35.30992328587182,16.853357090140598,6.498943752651502
Nils Höglander,LW,VAN,668.0,145.81376647318913,38,2,3,0,35,1,52,8,16.793290621486975,10.766656792452297,21.663208651542433,13.921344244424265,34.06389429134738,40.93756092407868,7.6678109478570935
Hunter Brzustewicz,D,CGY,669.0,145.19785611315862,34,2,5,1,33,0,24,23,16.793290621486975,15.962397728021333,35.157280873368165,12.649565722956794,24.041903142373393,17.794991634782434,22.798426390169546
Jaroslav Chmelar,RW,NYR,670.0,144.73756713774125,28,4,2,0,23,0,53,16,26.847447765992854,8.287778669608521,21.663208651542433,7.739719626320515,24.041903142373393,41.795505679075774,14.362003602827762
Michael Kesselring,D,BUF,671.0,143.44705888057243,34,0,2,0,46,0,25,38,7.803972900757034,8.287778669608521,21.663208651542433,20.063330921851854,24.041903142373393,18.600541290642127,42.986323303797064
Lukas Reichel,LW,3TM,672.0,143.38119381951688,29,3,5,0,24,46,9,16,21.972798207563898,15.962397728021333,21.663208651542433,8.16774729675029,53.404619468803595,7.8484188640075425,14.362003602827762
Daemon Hunt,D,MIN,673.0,143.14489355839794,32,0,6,0,19,0,21,43,7.803972900757034,18.50461470343744,21.663208651542433,6.37242125138579,24.041903142373393,15.401063227306935,49.35770968159492
Nick DeSimone,D,UTA,674.0,142.82402145397737,40,2,6,0,35,0,19,31,16.793290621486975,18.50461470343744,21.663208651542433,13.921344244424265,24.041903142373393,14.068946073445073,33.8307140172678
Robby Fabbri,C,2TM,675.0,142.16261347690502,21,2,3,0,30,5,44,9,16.793290621486975,10.766656792452297,21.663208651542433,10.870828025021535,39.64396675646826,34.019930701646274,8.40473192828724
Jack St. Ivany,D,PIT,676.0,142.15481708655037,20,0,7,0,17,0,48,24,7.803972900757034,21.521776396318067,21.663208651542433,5.514177137388797,24.041903142373393,37.353645859783654,24.256132998386995
Juho Lammikko,RW,NJD,677.0,141.6551138000817,24,0,2,0,15,55,40,14,7.803972900757034,8.287778669608521,21.663208651542433,4.807300921797899,55.40955118967774,31.465891594224388,12.217409872473674
Alexander Holtz,RW,VEG,678.0,141.33179480198166,28,3,6,0,30,3,29,11,21.972798207563898,18.50461470343744,21.663208651542433,10.870828025021535,36.80096727311988,21.929968998341636,9.589408942954826
Travis Hamonic,D,DET,679.0,140.51613717533306,26,0,2,0,21,0,32,41,7.803972900757034,8.287778669608521,21.663208651542433,6.997647314958957,24.041903142373393,24.79756372337017,46.924062772722536
Rutger McGroarty,RW,PIT,680.0,139.37293461695185,24,3,3,0,37,8,26,8,21.972798207563898,10.766656792452297,21.663208651542433,15.171059537443277,42.861415051992275,19.269985428100572,7.6678109478570935
Scott Morrow,D,NYR,681.0,138.82541470272537,29,0,6,2,24,0,11,29,7.803972900757034,18.50461470343744,40.27868711976886,8.16774729675029,24.041903142373393,8.96401566057814,31.064473879060195
Brad Lambert,C,WPG,682.0,138.73807809892645,25,3,3,1,27,4,22,6,21.972798207563898,10.766656792452297,35.157280873368165,9.715033210534738,38.53702435927084,16.090340903085007,6.498943752651502
Josh Samanski,F,EDM,683.0,137.55911480760906,24,2,2,0,9,54,27,14,16.793290621486975,8.287778669608521,21.663208651542433,3.557417101503227,55.06188401833626,19.978125872657976,12.217409872473674
Nick Leddy,D,SJS,684.0,133.50894218557556,32,1,6,0,16,0,7,40,11.8019527634363,18.50461470343744,21.663208651542433,5.17679798400961,24.041903142373393,6.817869500438281,45.5025954403381
Scott Sabourin,F,TBL,685.0,133.21471281368747,26,1,4,0,11,0,63,11,11.8019527634363,13.44129738448563,21.663208651542433,3.9165954049679095,24.041903142373393,48.760346523927,9.589408942954826
Joel Nystrom,D,CAR,686.0,133.15273788008452,38,1,9,0,43,0,10,22,11.8019527634363,27.47168301420899,21.663208651542433,18.40350093653212,24.041903142373393,8.316906742724424,21.45358262926686
Max Jones,LW,EDM,687.0,132.74930585370043,21,3,2,0,22,0,56,3,21.972798207563898,8.287778669608521,21.663208651542433,7.349694331352327,24.041903142373393,44.241624349796474,5.192298501463385
Justin Kirkland,LW,CGY,688.0,132.1564411905184,20,1,1,0,11,63,29,11,11.8019527634363,6.353489990438876,21.663208651542433,3.9165954049679095,56.901816438836406,21.929968998341636,9.589408942954826
Alec Regula,D,EDM,689.0,132.05505856795472,29,0,3,0,18,0,15,44,7.803972900757034,10.766656792452297,21.663208651542433,5.9593285555918465,24.041903142373393,11.206039578629785,50.613948946607934
Lenni Hameenaho,RW,NJD,690.0,130.75026648480804,33,2,6,0,47,0,20,16,16.793290621486975,18.50461470343744,21.663208651542433,20.66963915695184,24.041903142373393,14.715606606188167,14.362003602827762
Sonny Milano,LW,WSH,691.0,130.5036519424409,31,4,4,0,33,8,9,3,26.847447765992854,13.44129738448563,21.663208651542433,12.649565722956794,42.861415051992275,7.8484188640075425,5.192298501463385
Josh Mahura,D,SEA,692.0,130.43022970538436,23,1,2,0,15,0,26,36,11.8019527634363,8.287778669608521,21.663208651542433,4.807300921797899,24.041903142373393,19.269985428100572,40.55810012852527
Jacob Bryson,D,2TM,693.0,129.99578060780104,50,2,6,0,22,0,14,29,16.793290621486975,18.50461470343744,21.663208651542433,7.349694331352327,24.041903142373393,10.578595278548281,31.064473879060195
Ryan Graves,D,PIT,694.0,129.5516849837232,22,1,0,0,21,0,23,38,11.8019527634363,5.207292717474434,21.663208651542433,6.997647314958957,24.041903142373393,16.853357090140598,42.986323303797064
Juuso Pärssinen,C,NYR,695.0,129.1811522522101,20,2,1,0,16,28,28,9,16.793290621486975,6.353489990438876,21.663208651542433,5.17679798400961,49.92483639991937,20.864796676525586,8.40473192828724
Sam Lafferty,C,CHI,696.0,125.7494907139148,29,1,1,0,9,26,35,5,11.8019527634363,6.353489990438876,21.663208651542433,3.557417101503227,49.308921080880864,27.207430530373017,5.857070595740074
Arshdeep Bains,F,VAN,697.0,125.32184509327627,28,1,4,1,18,2,24,5,11.8019527634363,13.44129738448563,35.157280873368165,5.9593285555918465,35.30992328587182,17.794991634782434,5.857070595740074
